id;socle;partie;titres;chapitres;numero_article_isole;texte_integral;texte_simplifie;affichage_article;mots_cles
282;SOCLE COMMUN;PARTIE V DROITS SOCIAUX ATTACHÉS AUX SALARIÉS;---;CHAPITRE II-I  Santé au travail et prévention des risques;75;"Article 75  Prévention des risques professionnels dans la branche du secteur des particuliers employeurs et de l'emploi à domicile
Le particulier employeur n'étant pas une entreprise, les dispositions de droit commun relatives à la prévention des risques professionnels ne sont pas applicables.
L'annexe n∞ 1 de la présente convention collective détermine les modalités de la mise en oeuvre de mesures destinées à prévenir les risques de maladie ou d'accident liés à l'activité professionnelle des salariés.";;Article 75  Prévention des risques professionnels dans la branche du secteur des particuliers employeurs et de l'emploi à domicile;dispositions, domicile, employeur, particulier, professionnelle
283;SOCLE COMMUN;PARTIE V DROITS SOCIAUX ATTACHÉS AUX SALARIÉS;---;CHAPITRE II-II  La professionnalisation des salariés;76;"Article 76  Définition et mise en oeuvre de la politique de professionnalisation de branche
La professionnalisation est le processus qui permet au salarié de construire et développer ses compétences, et qui accompagne la formation professionnelle tout au long de la vie afin d'acquérir et d'actualiser des connaissances, des compétences et favoriser l'évolution professionnelle.
La CPNEFP prévue à l'article 22 du présent socle commun définit la politique de professionnalisation de la branche du secteur des particuliers employeurs et de l'emploi à domicile.
Elle doit notamment permettre de :
répondre aux enjeux de la branche en matière d'accroissement des besoins de la société en termes d'accompagnement à domicile, d'accueil individuel de l'enfant par l'adaptation, le développement et l'acquisition de nouvelles compétences ;
favoriser l'attractivité et la mixité des métiers de la branche professionnelle ; assurer la sécurisation des parcours professionnels et l'emploi des salariés ;
accompagner la gestion prévisionnelle des emplois et des compétences.
Les modalités de mise en oeuvre de la politique de professionnalisation sont fixées par l'annexe n∞ 2 de la présente convention collective.";;Article 76  Définition et mise en oeuvre de la politique de professionnalisation de branche;domicile, développement, formation, professionnelle, salarié
284;SOCLE COMMUN;PARTIE V DROITS SOCIAUX ATTACHÉS AUX SALARIÉS;---;CHAPITRE II-II  La professionnalisation des salariés;77;Article 77  Développement de la professionnalisation;;Article 77  Développement de la professionnalisation;développement
285;SOCLE COMMUN;PARTIE V DROITS SOCIAUX ATTACHÉS AUX SALARIÉS;---;CHAPITRE II-II  La professionnalisation des salariés;77-1;"Article 77-1 Financement de la formation professionnelle
Le développement de la professionnalisation du secteur des particuliers employeurs et de l'emploi à domicile est financé par :
Deux contributions prises en charge par les particuliers employeurs :
une contribution légale à la formation professionnelle dérogatoire prévue à l'article L.6331-57 du code du travail ;
une contribution conventionnelle à la formation professionnelle prévue par l'annexe n∞ 2 de la présente convention collective. Les partenaires sociaux considérant que le développement de la professionnalisation des salariés représente un enjeu majeur pour le secteur ont décidé de renforcer les démarches en ce sens et de traduire leurs engagements notamment à travers une contribution conventionnelle renforcée permettant un financement élargi de la formation professionnelle des salariés de la branche du secteur des particuliers employeurs et de l'emploi à domicile.
L'ensemble des autres contributions ou ressources dont l'objet et la finalité sont affectés au financement de la professionnalisation des salariés de la branche du secteur des particuliers employeurs et de l'emploi à domicile.";;Article 77-1 Financement de la formation professionnelle;domicile, développement, formation, professionnelle, travail
286;SOCLE COMMUN;PARTIE V DROITS SOCIAUX ATTACHÉS AUX SALARIÉS;---;CHAPITRE II-II  La professionnalisation des salariés;77-2;"Article 77-2 Gestion des ressources
Conformément aux orientations stratégiques décidées par la branche du secteur des particuliers employeurs et de l'emploi à domicile et à l'annexe n∞ 2 de la présente convention collective, la gestion des ressources est confiée à l'APNI.
L'APNI est chargée d'assurer la gestion de :
la contribution légale visée à l'article 77-1 du présent socle commun, qui lui est confiée aux termes de l'article L.6331-60 du code du travail en application des dispositions légales et réglementaires en vigueur ;
la contribution conventionnelle visée à l'article 77-1 du présent socle commun qui lui est confiée par l'annexe n∞ 2 de la présente convention collective ;
l'ensemble des autres contributions ou ressources visées à l'article 77-1 du présent socle commun.";;Article 77-2 Gestion des ressources;dispositions, domicile, travail
287;SOCLE COMMUN;PARTIE V DROITS SOCIAUX ATTACHÉS AUX SALARIÉS;---;CHAPITRE II-II  La professionnalisation des salariés;78;"Article 78  Adaptation des dispositifs de formation professionnelle continue à la singularité du secteur et accompagnement des particuliers employeurs et des salariés
Afin de tenir compte des spécificités du secteur des particuliers employeurs et de l'emploi à domicile et garantir l'accès à la formation professionnelle pour les salariés relevant du champ d'application conventionnel de la présente convention collective, et favoriser le départ en formation, les modalités
d'accès aux dispositifs de la formation professionnelle continue sont aménagées par l'annexe n∞ 2 de la présente convention collective.
Dans ce cadre, l'APNI, ainsi mandatée par les particuliers employeurs, assure l'interface entre les particuliers employeurs, les salariés et l'ensemble des acteurs concernés. À ce titre, elle accompagne les salariés et les particuliers employeurs notamment en vue d'assurer la prise en charge et le versement direct aux salariés des rémunérations et des frais de vie engagés pendant le suivi de formation et procéder aux déclarations et informations afférentes.";;Article 78  Adaptation des dispositifs de formation professionnelle continue à la singularité du secteur et accompagnement des particuliers employeurs et des salariés;domicile, formation, professionnelle
288;SOCLE COMMUN;PARTIE V DROITS SOCIAUX ATTACHÉS AUX SALARIÉS;---;CHAPITRE II-II  La professionnalisation des salariés;79;"Article 79  Gestion prévisionnelle des emplois et des compétences
La politique de professionnalisation du secteur doit pouvoir répondre aux enjeux de l'emploi dans la branche du secteur des particuliers employeurs et de l'emploi à domicile liés notamment au vieillissement de la population, aux évolutions des attentes et des besoins des parents en termes d'accueil individuel et des ménages en termes d'entretien du cadre de vie.
Les partenaires sociaux souhaitent inscrire leurs travaux dans une démarche de gestion prévisionnelle des emplois et des compétences (GPEC) et ainsi insuffler une dynamique visant à anticiper les évolutions prévisibles des emplois, des compétences et des qualifications.
Dans le cadre des négociations relatives à la GPEC de la branche du secteur des particuliers employeurs et de l'emploi à domicile et dans le respect des dispositions légales, les partenaires sociaux s'appuient sur le CNPDS pour déterminer les orientations politiques en vue du développement et de la mise en oeuvre de la GPEC, liées aux mutations économiques, démographiques et technologiques.
Afin de préparer les négociations, le CNPDS pourra notamment s'appuyer sur les travaux du Comité technique paritaire d'observation et de prospective des métiers et des qualifications ayant, conformément à l'annexe n∞ 2 de la présente convention collective, pour mission de favoriser une démarche de GPEC, ainsi que sur l'observatoire des emplois et de la famille afin d'établir un diagnostic qualitatif, quantitatif et prospectif de l'emploi des métiers et des compétences.";;Article 79  Gestion prévisionnelle des emplois et des compétences;dispositions, domicile, développement, liées
289;SOCLE COMMUN;PARTIE V DROITS SOCIAUX ATTACHÉS AUX SALARIÉS;---;CHAPITRE II-III  Activités sociales et culturelles;80;"Article 80  Mise en place d'actions permettant l'accès des salariés aux activités sociale et culturelles
Les partenaires sociaux du secteur des particuliers employeurs et de l'emploi à domicile, dans le cadre du développement des droits sociaux des salariés, souhaitent mettre en place au profit des salariés de la branche du secteur des particuliers employeurs et de l'emploi à domicile des actions leur permettant d'accéder à des activités sociales et culturelles.
Dans ce cadre, un portail web est mis en place. Il permet aux salariés de la branche d'accéder à des offres qualitatives de voyages, de culture, de sports et loisirs à tarifs préférentiels au même titre que ceux dont bénéficient certains salariés d'entreprise.";;Article 80  Mise en place d'actions permettant l'accès des salariés aux activités sociale et culturelles;domicile, développement
290;SOCLE COMMUN;PARTIE V DROITS SOCIAUX ATTACHÉS AUX SALARIÉS;---;CHAPITRE II-III  Activités sociales et culturelles;81;"Article 81  Mise en oeuvre des actions permettant l'accès des salariés aux activités sociales et culturelles
La mise en oeuvre opérationnelle des actions permettant l'accès des salariés aux activités sociales et culturelles est confiée à l'APNI.
Dans le cadre des orientations stratégiques arrêtées par la branche du secteur des particuliers employeurs et de l'emploi à domicile, l'APNI est ainsi chargée de la mise en oeuvre opérationnelle du portail activités sociales et culturelles. À ce titre, elle détermine le contenu de l'offre activités sociales et culturelles, et son accessibilité pratique, par le biais d'un portail web régulièrement actualisé au bénéficie des salariés de la branche.";;Article 81  Mise en oeuvre des actions permettant l'accès des salariés aux activités sociales et culturelles;domicile
291;SOCLE COMMUN;PARTIE V DROITS SOCIAUX ATTACHÉS AUX SALARIÉS;---;CHAPITRE II-III  Activités sociales et culturelles;82;"Article 82  Financement
Le financement de ce dispositif est assuré par le fonds d'information et de valorisation de l'emploi à domicile (FIVED) visé à l'article 32 du présent socle commun, alimenté par une contribution à la charge des particuliers employeurs et destinée notamment à permettre l'accès des salariés aux activités sociales et culturelles.";;Article 82  Financement;domicile, fonds
292;SOCLE COMMUN;PARTIE V DROITS SOCIAUX ATTACHÉS AUX SALARIÉS;---;CHAPITRE II-IV  Prévoyance;83;"Article 83  Mise en place d'un régime de prévoyance de branche
Les partenaires sociaux affirment leur attachement à l'existence d'une protection sociale complémentaire effective au bénéfice des salariés de la branche, notamment contre les risques incapacité, invalidité, décès, afin de permettre une indemnisation, sous certaines conditions, en cas de réalisation de ces risques.
Les règles relatives au régime de prévoyance mis en place au sein de la branche du secteur des particuliers employeurs et de l'emploi à domicile sont prévues à l'annexe n∞ 3 de la présente convention collective. Cette annexe fait partie intégrante de la présente convention collective.";Il existe une protection spéciale (prévoyance) pour les salariés en cas de grave maladie, d'invalidité ou de décès. Cela permet de recevoir de l'argent en plus des aides normales de la sécurité sociale pour aider la famille.;Article 83  Mise en place d'un régime de prévoyance de branche;cas, domicile, régime
